"Plot Title: 10995660"
"#","Date Time, GMT-08:00","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532287)","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532288)","Wind Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Gust Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Temp, °F (LGR S/N: 10995660, SEN S/N: 10553847)","RH, % (LGR S/N: 10995660, SEN S/N: 10553847)","Rain, in (LGR S/N: 10995660, SEN S/N: 10703556)","Snow Depth, inches (LGR S/N: 10995660, SEN S/N: 10933780)","Current, mA (LGR S/N: 10995660, SEN S/N: 10933780)"
220,12/29/18 06:00:00 PM,0.6,0.6,0.00,0.00,29.304,89.600,0.000,0.22,0.0063
221,12/29/18 08:00:00 PM,0.6,0.6,0.00,0.00,26.537,94.100,0.000,0.34,0.0063
222,12/29/18 10:00:00 PM,0.6,0.6,0.00,0.00,25.632,96.400,0.000,0.47,0.0063
223,12/30/18 12:00:00 AM,0.6,0.6,0.00,0.00,24.283,96.800,0.000,0.47,0.0063
224,12/30/18 02:00:00 AM,0.6,0.6,0.00,0.00,25.471,97.200,0.000,0.59,0.0063
225,12/30/18 04:00:00 AM,0.6,0.6,0.00,0.00,23.628,97.200,0.000,0.47,0.0063
226,12/30/18 06:00:00 AM,0.6,0.6,0.00,0.00,21.632,97.200,0.000,0.59,0.0063
227,12/30/18 08:00:00 AM,9.4,4.4,0.00,0.56,20.102,97.000,0.000,0.59,0.0063
228,12/30/18 10:00:00 AM,59.4,49.4,0.00,0.00,27.747,97.300,0.000,0.47,0.0063
229,12/30/18 12:00:00 PM,295.6,115.6,0.00,8.46,46.751,56.700,0.000,-0.40,0.0063
230,12/30/18 02:00:00 PM,148.1,90.6,0.00,7.31,47.064,54.000,0.000,-0.40,0.0063
231,12/30/18 04:00:00 PM,28.1,15.6,0.00,6.76,39.783,75.400,0.000,-0.28,0.0063
