"Plot Title: 10995660"
"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532287)","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532288)","Wind Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Gust Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Temp, °F (LGR S/N: 10995660, SEN S/N: 10553847)","RH, % (LGR S/N: 10995660, SEN S/N: 10553847)","Rain, in (LGR S/N: 10995660, SEN S/N: 10703556)","Snow Depth, inches (LGR S/N: 10995660, SEN S/N: 10933780)","Current, mA (LGR S/N: 10995660, SEN S/N: 10933780)"
109,04/26/19 10:30:00 PM,0.6,0.6,0.00,0.00,42.294,84.400,0.000,-4.37,0.0063
110,04/26/19 11:00:00 PM,0.6,0.6,0.00,0.00,41.137,86.800,0.000,-4.25,0.0063
111,04/26/19 11:30:00 PM,0.6,0.6,0.00,0.00,40.111,88.700,0.000,-4.25,0.0063
112,04/27/19 12:00:00 AM,0.6,0.6,0.00,0.00,39.124,89.600,0.000,-4.12,0.0063
113,04/27/19 12:30:00 AM,0.6,0.6,0.00,0.00,37.942,90.600,0.000,-4.12,0.0063
114,04/27/19 01:00:00 AM,0.6,0.6,0.00,0.00,37.035,91.100,0.000,-4.12,0.0063
115,04/27/19 01:30:00 AM,0.6,0.6,0.00,0.00,36.217,92.000,0.000,-4.00,0.0063
116,04/27/19 02:00:00 AM,0.6,0.6,0.00,0.00,35.443,92.500,0.000,-3.88,0.0063
117,04/27/19 02:30:00 AM,0.6,0.6,0.00,0.00,34.516,93.600,0.000,-3.88,0.0063
118,04/27/19 03:00:00 AM,0.6,0.6,0.00,0.00,33.780,94.000,0.000,-4.00,0.0063
119,04/27/19 03:30:00 AM,0.6,0.6,0.00,0.00,33.188,94.200,0.000,-3.88,0.0063
120,04/27/19 04:00:00 AM,0.6,0.6,0.00,0.00,32.592,94.400,0.000,-3.88,0.0063
121,04/27/19 04:30:00 AM,0.6,0.6,0.00,0.00,32.142,94.600,0.000,-4.00,0.0063
122,04/27/19 05:00:00 AM,0.6,0.6,0.00,0.00,31.289,94.800,0.000,-4.00,0.0063
123,04/27/19 05:30:00 AM,0.6,0.6,0.00,0.00,31.138,95.000,0.000,-3.88,0.0063
124,04/27/19 06:00:00 AM,0.6,0.6,0.00,0.00,30.632,95.200,0.000,-3.75,0.0063
125,04/27/19 06:30:00 AM,5.6,0.6,0.00,0.00,30.376,95.300,0.000,-3.75,0.0063
126,04/27/19 07:00:00 AM,9.4,0.6,0.00,0.00,30.682,95.700,0.000,-4.00,0.0063
127,04/27/19 07:30:00 AM,19.4,1.9,0.00,0.00,31.892,96.300,0.000,-3.75,0.0063
128,04/27/19 08:00:00 AM,35.6,4.4,0.00,0.00,35.200,96.900,0.000,-3.88,0.0063
129,04/27/19 08:30:00 AM,46.9,9.4,0.00,0.00,40.998,94.200,0.000,-4.00,0.0063
